x,y,MIN_REL_HUMIDITY_FLAG,MIN_REL_HUMIDITY,LOCAL_DATE,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN_FLAG,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_RAIN,HEATING_DEGREE_DAYS,MAX_REL_HUMIDITY_FLAG,SNOW_ON_GROUND,LOCAL_DAY,MAX_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG,MAX_TEMPERATURE_FLAG,LOCAL_MONTH,TOTAL_SNOW_FLAG,SPEED_MAX_GUST,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,TOTAL_PRECIPITATION,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE_FLAG,COOLING_DEGREE_DAYS,MIN_TEMPERATURE,ID,PROVINCE_CODE,STATION_NAME,MEAN_TEMPERATURE,LOCAL_YEAR,MAX_REL_HUMIDITY,TOTAL_SNOW,DIRECTION_MAX_GUST_FLAG
-111.48611111111111,49.483333611111114,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3032642,M,,,M,M,,,3032642.2023.11.2,AB,FOREMOST AGDM,,2023,,,M
-113.37944694444444,49.785833333333336,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3032683,M,,,M,M,,,3032683.2023.11.2,AB,FORT MACLEOD AGCM,,2023,,,M
-112.94055805555556,50.934445555555556,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3032801,M,,,M,M,,,3032801.2023.11.2,AB,GLEICHEN AGCM,,2023,,,M
-111.73277777777778,49.87361111111111,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3032927,M,,,M,M,,,3032927.2023.11.2,AB,GRASSY LAKE,,2023,,,M
-114.29166666666667,50.869166666666665,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3033505,M,,,M,M,,,3033505.2023.11.2,AB,PRIDDIS OBSERVATORY,,2023,,,M
-110.26139083333334,49.98916888888889,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3033550,M,,,M,M,,,3033550.2023.11.2,AB,IRVINE AGCM,,2023,,,M
-113.63056,51.19056,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3033620,M,,,M,M,,,3033620.2023.11.2,AB,KEOMA AGCM,,2023,,,M
-112.29890333333333,50.60029,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3033770,M,,,M,M,,,3033770.2023.11.2,AB,LATHOM AGCM,,2023,,,M
-112.79888888888888,49.63027777777778,,48,2023-11-02 00:00:00,,,,,,16.1,,,2,5.7,,,11,,42,3033875,,25,0.8,,,0,-2,3033875.2023.11.2,AB,LETHBRIDGE,1.9,2023,94,,
-112.7625,49.647222222222226,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3033877,M,,,M,M,,,3033877.2023.11.2,AB,LETHBRIDGE AGTECH AGCM,,2023,,,M
-112.7675,49.695,M,,2023-11-02 00:00:00,M,,,,,15.6,M,,2,6.7,,,11,,37,3033890,,26,,,,0,-1.9,3033890.2023.11.2,AB,LETHBRIDGE CDA,2.4,2023,,,
-112.75,49.68333333333333,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3033897,M,,,M,M,,,3033897.2023.11.2,AB,LETHBRIDGE DEMO FARM AGDM,,2023,,,M
-110.72083333333333,50.01888888888889,,68,2023-11-02 00:00:00,,,,,,17.3,,,2,5.6,,,11,,,3034479,,,0,M,,0,-4.3,3034479.2023.11.2,AB,MEDICINE HAT,0.7,2023,97,,M
-110.71725,50.02511111111111,,70,2023-11-02 00:00:00,,,,,,17.3,,1,2,5.2,,,11,,,3034485,,,0,,,0,-3.8,3034485.2023.11.2,AB,MEDICINE HAT RCS,0.7,2023,95,,
-113.3486125,50.67250138888889,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3034577,M,,,M,M,,,3034577.2023.11.2,AB,MOSSLEIGH AGCM,,2023,,,M
-114.09916666666666,51.36944444444445,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3034795,M,,,M,M,,,3034795.2023.11.2,AB,NIER AGDM,,2023,,,M
-113.99722222222222,49.52055555555555,,49,2023-11-02 00:00:00,,,,,,16.6,,,2,5.3,,,11,,59,3035198,,25,0,,,0,-2.5,3035198.2023.11.2,AB,PINCHER CREEK,1.4,2023,92,,
-114.0047225,49.5216675,,49,2023-11-02 00:00:00,,,,,,16.5,,,2,5.4,,,11,,63,3035208,,24,0,,,0,-2.4,3035208.2023.11.2,AB,PINCHER CREEK CLIMATE,1.5,2023,92,,
-112.11666666666666,50.36666694444445,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3035355,M,,,M,M,,,3035355.2023.11.2,AB,RAINIER AGCM,,2023,,,M
-111.21308,50.09909972222222,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3035362,M,,,M,M,,,3035362.2023.11.2,AB,RALSTON AGCM,,2023,,,M
-112.68333333333334,49.483333333333334,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3035422,M,,,M,M,,,3035422.2023.11.2,AB,RAYMOND AGDM,,2023,,,M
-111.70111111111112,50.26500194444444,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3035530,M,,,M,M,,,3035530.2023.11.2,AB,ROLLING HILLS AGCM,,2023,,,M
-112.05,50.833333333333336,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3035650,M,,,M,M,,,3035650.2023.11.2,AB,ROSEMARY AGDM,,2023,,,M
-110.91666666666667,49.916666666666664,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3035845,M,,,M,M,,,3035845.2023.11.2,AB,SEVEN PERSONS AGDM,,2023,,,M
-110.21469972222222,50.73199972222222,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3036040,M,,,M,M,,,3036040.2023.11.2,AB,SOCIAL PLAINS AGCM,,2023,,,M
-112.98194611111111,51.22833472222222,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3036086,M,,,M,M,,,3036086.2023.11.2,AB,STANDARD AGCM,,2023,,,M
-113.88333333333334,50.18333333333333,,36,2023-11-02 00:00:00,,,,,,15.1,,8,2,6.8,,,11,,49,3036099,,26,0.3,,,0,-1.1,3036099.2023.11.2,AB,STAVELY AAFC,2.9,2023,83,,
-113.28333333333333,51.03333333333333,,63,2023-11-02 00:00:00,,,,,,18.7,,,2,2.5,,,11,,,3036205,,,0,M,,0,-3.8,3036205.2023.11.2,AB,STRATHMORE AGDM,-0.7,2023,95,,M
-111.32139972222222,50.45557,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3036485,M,,,M,M,,,3036485.2023.11.2,AB,TIDE LAKE AGCM,,2023,,,M
-112.86250194444445,50.30361333333333,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3036500,M,,,M,M,,,3036500.2023.11.2,AB,TRAVERS AGCM,,2023,,,M
-112.81666666666666,49.05,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3042045,M,,,M,M,,,3042045.2023.11.2,AB,DEL BONITA AGDM,,2023,,,M
-110.67805694444445,49.36388888888889,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3044203,M,,,M,M,,,3044203.2023.11.2,AB,MANYBERRIES AGCM,,2023,,,M
-111.65169,49.13667888888889,M,,2023-11-02 00:00:00,M,,,M,,,M,0,2,,M,M,11,,,3044232,M,,,M,M,,,3044232.2023.11.2,AB,MASINASIN AGDM,,2023,,,M
-112.05,49.13333333333333,,65,2023-11-02 00:00:00,,,,,,16.4,,13,2,6.4,,,11,,39,3044533,,24,5.1,,,0,-3.3,3044533.2023.11.2,AB,MILK RIVER,1.6,2023,94,,
-110.46666666666667,49.11666666666667,,88,2023-11-02 00:00:00,,,,,,18.7,,1,2,4.1,,,11,,36,3044923,,31,1.3,,,0,-5.5,3044923.2023.11.2,AB,ONEFOUR CDA,-0.7,2023,97,,
-111.12611277777778,49.22472388888889,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3045000,M,,,M,M,,,3045000.2023.11.2,AB,PAKOWKI LAKE AGCM,,2023,,,M
-111.02501694444445,49.028895,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3045100,M,,,M,M,,,3045100.2023.11.2,AB,PINHORN AGCM,,2023,,,M
-112.16029611111111,49.28279194444445,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3046951,M,,,M,M,,,3046951.2023.11.2,AB,WARNER AGCM,,2023,,,M
-115.55223611111111,51.193358333333336,,68,2023-11-02 00:00:00,,,,,,18.5,,5,2,1.1,,,11,,,3050519,,,2.6,,,0,-2,3050519.2023.11.2,AB,BANFF CS,-0.5,2023,96,,
-114.175,49.46791666666667,,41,2023-11-02 00:00:00,,,,,,15.5,,5,2,6,,,11,,58,3050602,,23,0,,,0,-1,3050602.2023.11.2,AB,BEAVER MINES,2.5,2023,94,,
-115.06666666666666,51.083333333333336,,50,2023-11-02 00:00:00,,,,,,17,,,2,3,,,11,,59,3050778,,12,2.3,,,0,-1.1,3050778.2023.11.2,AB,BOW VALLEY,1,2023,96,,
-114.48195,49.627525,,51,2023-11-02 00:00:00,M,,,,,16.6,,,2,4.3,,,11,,34,3051R4R,,31,,,,0,-1.5,3051R4R.2023.11.2,AB,CROWSNEST,1.4,2023,100,,
-118.02972222222222,52.92638888888889,,57,2023-11-02 00:00:00,,,,,,17.9,,,2,3,,,11,,,3053536,,,0.9,,,0,-2.7,3053536.2023.11.2,AB,JASPER WARDEN,0.1,2023,97,,
-116.04,52.49196944444444,,43,2023-11-02 00:00:00,,,,,,17.2,,7,2,3.7,,,11,,,3054843,,,0.5,,,0,-2,3054843.2023.11.2,AB,NORDEGG CS,0.8,2023,95,,
-114.41555583333333,50.36833527777778,,34,2023-11-02 00:00:00,M,,,,,16.2,,13,2,6,,,11,,,3055119,,,,,,0,-2.4,3055119.2023.11.2,AB,PEKISKO,1.8,2023,95,,
-113.80861388888889,49.13113333333333,,39,2023-11-02 00:00:00,,,,,,15,,,2,6.7,,,11,,58,3056214,,23,2.7,,,0,-0.6,3056214.2023.11.2,AB,WATERTON PARK GATE,3,2023,94,,
-115.78666666666666,54.14388888888889,,64,2023-11-02 00:00:00,M,,,,,16.7,,,2,5.2,,,11,,,3057376,,,,M,,0,-2.6,3057376.2023.11.2,AB,WHITECOURT A,1.3,2023,100,,M
-115.19027777777778,50.9425,,39,2023-11-02 00:00:00,,,,,,21,,,2,-0.5,,,11,,75,305MGFF,,23,,,,0,-5.5,305MGFF.2023.11.2,AB,NAKISKA RIDGETOP,-3,2023,97,,
-113.38194666666666,54.634723055555554,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3060330,M,,,M,M,,,3060330.2023.11.2,AB,ATHABASCA AGCM,,2023,,,M
-112.825,54.781666666666666,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3060406,M,,,M,M,,,3060406.2023.11.2,AB,ATMORE AGDM,,2023,,,M
-114.4475,54.094722222222224,,66,2023-11-02 00:00:00,,,,,,19.4,,1,2,4.4,,,11,,,3060535,,,0,,,0,-7.1,3060535.2023.11.2,AB,BARRHEAD CS,-1.4,2023,94,,
-114.67751527777777,54.130566944444446,,65,2023-11-02 00:00:00,,,,,,19.4,,,2,5.1,,,11,,,3061201,,,0,,,0,-7.9,3061201.2023.11.2,AB,CAMPSIE AUTO,-1.4,2023,96,,
-115.89363055555556,53.623063888888886,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3061350,M,,,M,M,,,3061350.2023.11.2,AB,CARROT CREEK,,2023,,,M
-116.465,53.57888888888889,,59,2023-11-02 00:00:00,,,,,,18.9,,,2,3.8,,,11,,,3062239,,,1,M,,0,-5.6,3062239.2023.11.2,AB,EDSON,-0.9,2023,98,,M
-116.45333527777778,53.58027972222222,,55,2023-11-02 00:00:00,,,,,,18.7,,3,2,4.1,,,11,,,3062246,,,1.2,,,0,-5.4,3062246.2023.11.2,AB,EDSON CLIMATE,-0.7,2023,97,,
-115.06224694444444,53.61388888888889,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3062476,M,,,M,M,,,3062476.2023.11.2,AB,EVANSBURG2 AGCM,,2023,,,M
-114.76916805555555,54.41027916666667,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3062660,M,,,M,M,,,3062660.2023.11.2,AB,FORT ASSINIBOINE AGCM,,2023,,,M
-111.21333333333334,56.65111111111111,,76,2023-11-02 00:00:00,,,,,,21.2,,1,2,-0.3,,,11,,,3062696,,,0,,,0,-6,3062696.2023.11.2,AB,FORT MCMURRAY CS,-3.2,2023,96,,
-111.22333333333333,56.653333333333336,,73,2023-11-02 00:00:00,,,,,,21.3,,,2,-0.4,,,11,,32,3062697,,33,0,,,0,-6.2,3062697.2023.11.2,AB,FORT MCMURRAY A,-3.3,2023,94,,
-118.44666805555556,53.79500027777778,,56,2023-11-02 00:00:00,,,,,,21.6,,6,2,1.6,,,11,,,3063135,,,0.2,,,0,-8.8,3063135.2023.11.2,AB,HENDRICKSON CREEK,-3.6,2023,93,,
-116.47944666666666,55.39583361111111,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3063165,M,,,M,M,,,3063165.2023.11.2,AB,HIGH PRAIRIE AGDM,,2023,,,M
-113.54336,54.82084972222222,,74,2023-11-02 00:00:00,,,,,,17.6,,,2,3.5,,,11,,,3063600,,,0,,,0,-2.7,3063600.2023.11.2,AB,ISLAND LAKE SOUTH,0.4,2023,92,,
-112.98111666666667,54.563075,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3063640,M,,,M,M,,,3063640.2023.11.2,AB,KINIKINIK,,2023,,,M
-112.02361111111111,54.76888888888889,,77,2023-11-02 00:00:00,,,,,,18,,1,2,2.5,,,11,,,3063686,,,0,,,0,-2.5,3063686.2023.11.2,AB,LAC LA BICHE CLIMATE,0,2023,91,,
-113.32057777777777,54.96389444444444,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3065200,M,,,M,M,,,3065200.2023.11.2,AB,PLEASANT VIEW,,2023,,,M
-111.7,54.5,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3065475,M,,,M,M,,,3065475.2023.11.2,AB,RICH LAKE AGDM,,2023,,,M
-111.83528333333334,53.85138888888889,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3065712,M,,,M,M,,,3065712.2023.11.2,AB,ISPAS,,2023,,,M
-114.77722222222222,55.293055555555554,,74,2023-11-02 00:00:00,,,,,,16.7,,,2,2.9,,,11,,,3065995,,,0,M,,0,-0.4,3065995.2023.11.2,AB,SLAVE LAKE,1.3,2023,100,,M
-114.77722222222222,55.293055555555554,,71,2023-11-02 00:00:00,,,,,,16.8,,4,2,2.9,,,11,,,3065997,,,0,,,0,-0.5,3065997.2023.11.2,AB,SLAVE LAKE RCS,1.2,2023,92,,
-113.52027805555555,54.29972472222222,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3066367,M,,,M,M,,,3066367.2023.11.2,AB,TAWATINAW AGCM,,2023,,,M
-118.3475,53.385555555555555,,51,2023-11-02 00:00:00,M,,,,,19.8,,,2,1.9,,,11,,,306GE70,,,,,,0,-5.4,306GE70.2023.11.2,AB,WILLOW CREEK 1,-1.8,2023,95,,
-117.23555555555555,55.57694444444444,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3070495,M,,,M,M,,,3070495.2023.11.2,AB,BALLATER AGCM,,2023,,,M
-119.39641388888889,55.196667222222224,,59,2023-11-02 00:00:00,,,,,,17,,0,2,3.8,,,11,,,3070600,,,0,,,0,-1.8,3070600.2023.11.2,AB,BEAVERLODGE RCS,1,2023,88,,
-117.93335222222223,56.528905,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3071661,M,,,M,M,,,3071661.2023.11.2,AB,CLEAR HILLS AGCM,,2023,,,M
-117.54335,56.715289444444444,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3071957,M,,,M,M,,,3071957.2023.11.2,AB,DEADWOOD AGCM,,2023,,,M
-110.43946166666667,58.981408333333334,M,,2023-11-02 00:00:00,,,,M,,,M,,2,,M,M,11,,,3072246,M,,,M,M,,,3072246.2023.11.2,AB,EGG ISLAND,,2023,,,M
-118.43944583333334,56.08139055555556,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3072525,M,,,M,M,,,3072525.2023.11.2,AB,FAIRVIEW AGDM,,2023,,,M
-111.11722222222222,58.76722222222222,,66,2023-11-02 00:00:00,,,,,,27.3,,,2,-2.2,,,11,,32,3072655,,2,0,,,0,-16.4,3072655.2023.11.2,AB,FORT CHIPEWYAN,-9.3,2023,95,,
-111.11722222222222,58.76722222222222,,63,2023-11-02 00:00:00,,,,,,27.3,,6,2,-2.3,,,11,,,3072659,,,0.2,,,0,-16.3,3072659.2023.11.2,AB,FORT CHIPEWYAN RCS,-9.3,2023,94,,
-116.04016666666666,58.382305555555554,,75,2023-11-02 00:00:00,,,,,,20.4,,3,2,0.5,,,11,,,3072723,,,0,,,0,-5.2,3072723.2023.11.2,AB,FORT VERMILION,-2.4,2023,95,,
-118.88472222222222,55.18,,73,2023-11-02 00:00:00,,,,,0,18.3,,,2,3.9,,,11,,,3072921,,,0,M,,0,-4.4,3072921.2023.11.2,AB,GRANDE PRAIRIE A,-0.3,2023,94,0,M
-117.2975025,57.2647225,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3073071,M,,,M,M,,,3073071.2023.11.2,AB,HAWK HILLS AGCM,,2023,,,M
-117.16472222222222,58.62166666666667,,67,2023-11-02 00:00:00,,,,,,20.2,,,2,1.3,,,11,,35,3073140,,35,0.4,,,0,-5.6,3073140.2023.11.2,AB,HIGH LEVEL A,-2.2,2023,87,,
-117.16389305555556,58.63139722222222,,64,2023-11-02 00:00:00,,,,,,20.2,,,2,1.6,,,11,,,3073148,,,0,,,0,-6.1,3073148.2023.11.2,AB,HIGH LEVEL,-2.2,2023,93,,
-117.11972388888888,55.912779444444446,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3073535,M,,,M,M,,,3073535.2023.11.2,AB,JEAN COTE AGCM,,2023,,,M
-117.67666666666666,57.78750027777778,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3073644,M,,,M,M,,,3073644.2023.11.2,AB,KEG RIVER AGCM,,2023,,,M
-116.34277833333333,58.17194666666666,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3073730,M,,,M,M,,,3073730.2023.11.2,AB,LA CRETE AGCM,,2023,,,M
-119.25472277777777,55.42194472222222,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3073740,M,,,M,M,,,3073740.2023.11.2,AB,LA GLACE AGCM,,2023,,,M
-117.4508338888889,56.97388888888889,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3074190,M,,,M,M,,,3074190.2023.11.2,AB,MANNING AGDM,,2023,,,M
-119.745,56.31444694444444,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3074935,M,,,M,M,,,3074935.2023.11.2,AB,CLEARDALE AGDM,,2023,,,M
-117.44833333333334,56.227222222222224,,76,2023-11-02 00:00:00,T,,T,,0,17.8,,0,2,2.8,,,11,T,32,3075041,,35,0,,,0,-2.4,3075041.2023.11.2,AB,PEACE RIVER A,0.2,2023,92,0,
-118.29305583333333,55.6211125,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3075160,M,,,M,M,,,3075160.2023.11.2,AB,PEORIA AGDM,,2023,,,M
-115.27778888888889,56.55196388888889,,76,2023-11-02 00:00:00,M,,,,,18.4,,,2,0.9,,,11,,,3075488,,,,,,0,-1.7,3075488.2023.11.2,AB,RED EARTH,-0.4,2023,97,,
-116.48055972222222,58.4516825,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3075550,M,,,M,M,,,3075550.2023.11.2,AB,ROCKY LANE AGCM,,2023,,,M
-118.66805638888889,55.776668055555554,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3075601,M,,,M,M,,,3075601.2023.11.2,AB,RYCROFT AGCM,,2023,,,M
-119.34472444444444,56.07611166666667,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3075770,M,,,M,M,,,3075770.2023.11.2,AB,SAVANNA AGCM,,2023,,,M
-118.40750111111112,55.352224166666666,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3076366,M,,,M,M,,,3076366.2023.11.2,AB,TEEPEE CREEK AGCM,,2023,,,M
-116.84779666666667,58.02057833333333,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3076530,M,,,M,M,,,3076530.2023.11.2,AB,TOMPKINS LANDING AGCM,,2023,,,M
-117.19916666666667,55.098055555555554,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3076680,M,,,M,M,,,3076680.2023.11.2,AB,VALLEYVIEW AGDM,,2023,,,M
-113.86647222222223,58.71083333333333,,60,2023-11-02 00:00:00,M,,,,,21.2,,4,2,0.6,,,11,,,307KPFP,,,,,,0,-7,307KPFP.2023.11.2,AB,GARDEN RIVER,-3.2,2023,86,,
-110.28333333333333,54.416666666666664,,69,2023-11-02 00:00:00,T,,T,,0,18.1,,0,2,3.6,,,11,T,,3081680,,,0,,,0,-3.8,3081680.2023.11.2,AB,COLD LAKE A,-0.1,2023,93,0,
-110.8677786111111,54.36694555555555,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,3081690,M,,,M,M,,,3081690.2023.11.2,AB,DUPRE AGCM,,2023,,,M
-123.22569972222222,48.42460833333333,M,,2023-11-02 00:00:00,,,,,,5.5,M,,2,15.4,,,11,,52,1012475,,12,,,,0,9.6,1012475.2023.11.2,BC,DISCOVERY ISLAND,12.5,2023,,,
-123.43933333333334,48.43197222222222,M,,2023-11-02 00:00:00,,,,,,6,M,,2,14.6,,,11,,56,1012710,,26,25.6,,,0,9.4,1012710.2023.11.2,BC,ESQUIMALT HARBOUR,12,2023,,,
-123.52991666666667,48.57491666666667,,86,2023-11-02 00:00:00,,,,,,8.1,,,2,13,,,11,,,1014820,,,40.6,M,,0,6.8,1014820.2023.11.2,BC,MALAHAT,9.9,2023,100,,M
-123.71889138888889,48.82416944444444,,62,2023-11-02 00:00:00,,,,,,5.2,,,2,18.1,,,11,,,1015630,,,27.7,,,0,7.4,1015630.2023.11.2,BC,NORTH COWICHAN,12.8,2023,98,,
-123.53144055555556,48.297984166666666,,83,2023-11-02 00:00:00,,,,,,6.8,,,2,13.7,,,11,,72,1016640,,28,,,,0,8.6,1016640.2023.11.2,BC,RACE ROCKS,11.2,2023,97,,
-123.12807777777778,48.77502222222222,,81,2023-11-02 00:00:00,,,,,,7.3,,0,2,14.6,,,11,,,1017099,,,28.6,M,,0,6.8,1017099.2023.11.2,BC,SATURNA CAPMON CS,10.7,2023,99,,M
-123.044745,48.7839075,,77,2023-11-02 00:00:00,,,,,,6.3,,,2,15.3,,,11,,47,1017101,,22,20.6,,,0,8.1,1017101.2023.11.2,BC,SATURNA ISLAND CS,11.7,2023,98,,
-123.92102777777778,48.376694444444446,M,,2023-11-02 00:00:00,M,,,M,,,M,,2,,M,M,11,,,1017254,M,,,M,M,,,1017254.2023.11.2,BC,SHERINGHAM POINT,,2023,,,M
-123.30461111111111,48.457,,75,2023-11-02 00:00:00,,,,,,5.5,,,2,15.8,,,11,,42,1018598,,23,37.2,,,0,9.2,1018598.2023.11.2,BC,VICTORIA UNIVERSITY CS,12.5,2023,98,,
-123.32477555555556,48.41330444444444,,80,2023-11-02 00:00:00,,,,,,5.8,,,2,15.2,,,11,,60,1018611,,26,34.8,,,0,9.2,1018611.2023.11.2,BC,VICTORIA GONZALES CS,12.2,2023,99,,
-123.42583333333333,48.647222222222226,,70,2023-11-02 00:00:00,,,,,27.9,5.6,,,2,17.2,,,11,,48,1018621,,21,27.9,,,0,7.6,1018621.2023.11.2,BC,VICTORIA INTL A,12.4,2023,100,0,
-123.3875,48.422777777777775,,79,2023-11-02 00:00:00,M,,,,,5.9,,,2,14.7,,,11,,54,1018633,,25,,,,0,9.4,1018633.2023.11.2,BC,VICTORIA HARBOUR A,12.1,2023,97,,
-124.16027777777778,49.35027777777778,,69,2023-11-02 00:00:00,,,,,,6.2,,,2,14.9,,,11,,55,1020590,,11,14.6,,,0,8.6,1020590.2023.11.2,BC,BALLENAS ISLAND,11.8,2023,96,,
-125.27305555555556,49.95194444444444,,100,2023-11-02 00:00:00,M,,,,,8.6,,,2,12.2,,,11,,,1021270,,,,M,,0,6.5,1021270.2023.11.2,BC,CAMPBELL RIVER A,9.4,2023,100,,M
-124.9,49.71666666666667,,57,2023-11-02 00:00:00,,,,,24.6,5.8,,,2,17.1,,,11,,39,1021830,,15,24.6,,,0,7.2,1021830.2023.11.2,BC,COMOX A,12.2,2023,95,0,
-123.81055583333334,49.208665277777776,,72,2023-11-02 00:00:00,,,,,,5.8,,,2,15.6,,,11,,46,1022689,,10,6.6,,,0,8.7,1022689.2023.11.2,BC,ENTRANCE ISLAND,12.2,2023,100,,
-125.99289583333334,50.4535175,,88,2023-11-02 00:00:00,,,,,,8.2,,,2,11.6,,,11,,42,1022795,,9,12.6,,,0,7.9,1022795.2023.11.2,BC,FANNY ISLAND,9.8,2023,95,,
-123.87,49.05444444444444,,76,2023-11-02 00:00:00,M,,,,,7,,,2,15.1,,,11,,,1025365,,,,M,,0,6.9,1025365.2023.11.2,BC,NANAIMO A,11,2023,97,,M
-127.36666666666666,50.68055555555556,,85,2023-11-02 00:00:00,,,,,12.9,7.9,,,2,12,,,11,,69,1026271,,11,12.9,,,0,8.2,1026271.2023.11.2,BC,PORT HARDY A,10.1,2023,99,0,
-124.3938888888889,49.33722222222222,,87,2023-11-02 00:00:00,,,,,,6.7,,1,2,14.3,,,11,,38,1026562,,13,10.5,,,0,8.4,1026562.2023.11.2,BC,QUALICUM BEACH AIRPORT,11.3,2023,98,,
-124.43494444444444,49.48661111111111,,63,2023-11-02 00:00:00,,,,,,5.5,,,2,16.4,,,11,,64,1027403,,13,,,,0,8.5,1027403.2023.11.2,BC,SISTERS ISLAND,12.5,2023,99,,
-126.54310916666667,49.38330944444444,,87,2023-11-02 00:00:00,,,,,,5.5,,,2,14,,,11,,68,1032731,,10,20.8,,,0,11,1032731.2023.11.2,BC,ESTEVAN POINT CS,12.5,2023,100,,
-124.92683333333333,49.316583333333334,,77,2023-11-02 00:00:00,,,,,,7.1,,,2,14.7,,,11,,,1036B06,,,18.2,,,0,7.2,1036B06.2023.11.2,BC,PORT ALBERNI (AUT),10.9,2023,97,,
-128.90805555555556,50.82111111111111,,85,2023-11-02 00:00:00,,,,,,7.9,,,2,12,,,11,,97,1037090,,7,19.2,,,0,8.3,1037090.2023.11.2,BC,SARTINE ISLAND (AUT),10.1,2023,99,,
